3.162037,1.0e-06,0.0,1.0e-06,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,1.0e-06,0.158
7.280861,1.0e-06,0.0,1.0e-06,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.0,1.0e-06,0.364
13.035755,1.0e-06,0.0,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.0,0.652
0.775756,1.0e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.039
3.11316,1.0e-06,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.156
7.054722,2.0e-06,0.0,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.353
12.690607,1.0e-06,0.0,0.0,0.0,4.0e-06,0.0,0.0,1.0e-06,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.635
19.881207,1.0e-06,0.0,0.0,0.0,1.0e-06,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.994
27.445823,1.0e-06,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.0,1.372
37.362043,1.0e-06,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,1.868
50.218327,1.0e-06,0.0,1.0e-06,0.0,1.0e-06,0.0,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,2.511
62.804138,1.0e-06,0.0,0.0,1.0e-06,1.0e-06,1.0e-06,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.0,3.14
77.879504,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.0,1.0e-06,0.0,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,3.894
95.371049,2.0e-06,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,1.0e-06,1.0e-06,0.0,0.0,4.769
111.704986,1.0e-06,1.0e-06,1.0e-06,0.0,1.0e-06,0.0,3.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,5.585
128.974028,1.0e-06,0.0,1.0e-06,0.0,1.0e-06,5.0e-06,0.0,1.0e-06,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.0,0.0,6.449
149.739074,2.0e-06,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,7.487
171.987627,1.0e-06,1.0e-06,5.0e-06,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,8.599
195.91448,2.0e-06,1.0e-06,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.796
220.748712,1.0e-06,1.0e-06,1.0e-06,1.0e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.0,0.0,4.0e-06,0.0,0.0,1.0e-06,0.0,11.037
247.531896,2.0e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,12.377
275.740461,2.0e-06,0.0,0.0,0.0,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,1.0e-06,0.0,0.0,13.787
306.003415,3.0e-06,0.0,1.0e-06,0.0,1.0e-06,1.0e-06,0.0,1.0e-06,0.0,0.0,0.0,0.0,1.0e-06,1.0e-06,0.0,1.0e-06,1.0e-06,0.0,0.0,15.3

version 2
1.026304,0.525241,0.522938,0.525179,0.524861,0.529295,0.524628,0.525869,0.5264,0.522807,0.523749,0.525686,0.535354,0.529661,0.525362,0.525084,0.522724,0.529195,0.523994,0.522954,0.551
3.285915,0.445829,0.446992,0.451108,0.446278,0.447764,0.445949,0.446917,0.448346,0.446675,0.447433,0.449596,0.446574,0.447409,0.445408,0.448244,0.44546,0.448708,0.448273,0.446147,0.589
12.053494,10.41524,10.271547,10.145009,10.148083,10.133118,10.157505,10.161593,10.14812,10.172121,10.427075,10.354292,10.478657,10.482133,10.292619,10.154874,10.139519,10.149094,10.16122,10.135491,10.329
20.703084,17.169119,17.658059,17.572837,17.309705,17.33041,17.265242,17.444657,17.279607,17.361651,17.482675,17.715328,17.48331,17.262516,17.672329,17.624622,17.450868,17.417002,17.356339,17.390368,17.597
2.816117,0.000455,0.000451,0.000452,0.000451,0.000453,0.000452,0.000453,0.000452,0.000452,0.000452,0.000463,0.000453,0.000451,0.000452,0.000451,0.000452,0.000454,0.000458,0.000452,0.141
2.822923,0.000453,0.000452,0.000451,0.000451,0.141
11.542752,0.000925,0.000911,0.000915,0.001056,0.577
25.73154,0.001367,0.001555,0.001357,0.001355,1.287
45.615823,0.001809,0.001805,0.001805,0.001812,2.281
