2000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,250
2000,0,0,0,0,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,1000,0,450
2000,0,0,0,0,1000,0,0,0,0,1000,0,1000,0,1000,0,1000,0,0,0,350
2000,1000,1000,1000,1000,1000,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,0,750
2000,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,1000,1000,0,0,0,300
1000,1000,0,1000,0,0,0,0,0,0,1000,0,1000,0,1000,0,1000,0,1000,0,400
1000,0,1000,0,0,0,0,0,0,1000,0,1000,0,1000,0,1000,0,0,0,0,300
1000,0,0,0,0,1000,0,1000,0,1000,0,0,0,0,0,0,0,0,1000,0,250
2000,0,0,0,0,1000,0,0,0,0,0,0,1000,0,1000,0,1000,0,0,0,300
1000,0,1000,0,0,1000,0,1000,0,0,1000,0,1000,0,0,0,0,0,0,1000,350
2000,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,1000,0,1000,0,300
1000,1000,0,1000,0,0,0,0,0,0,1000,0,1000,0,1000,0,1000,0,1000,0,400
1000,0,0,0,0,1000,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,200
1000,0,0,1000,0,0,1000,0,1000,0,0,0,0,0,0,1000,0,1000,0,1000,350
1000,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1000,1000,0,0,0,0,1000,0,1000,0,1000,0,1000,0,1000,0,0,0,0,0,350
1000,0,1000,0,1000,0,1000,0,0,0,0,0,0,1000,0,1000,0,1000,0,1000,400
2000,0,1000,0,4000,0,1000,0,1000,0,0,0,0,0,0,1000,0,1000,0,0,550
1000,1000,0,0,0,0,1000,0,1000,0,1000,0,0,0,0,1000,0,1000,0,0,350
2000,0,0,0,1000,0,0,0,0,1000,0,1000,0,0,0,0,1000,0,0,1000,350
0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0
0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0
0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0
0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0
0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0
0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0
0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0
0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.006,0.0,0.001,0.0,0.0,0.001,0.0,0.001
0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.001
0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0
0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0
0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0
0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0
